,CS textfield,BB textfield,Stack,Head angle,Head tube length textfield,Seat stay junction0,Seat tube length,Seat angle,DT Length,FORK0R,BB diameter,ttd,dtd,csd,ssd,Chain stay position on BB,SSTopZOFFSET,Head tube upper extension2,Seat tube extension2,Head tube lower extension2,SEATSTAYbrdgshift,CHAINSTAYbrdgshift,SEATSTAYbrdgdia1,CHAINSTAYbrdgdia1,SEATSTAYbrdgCheck,CHAINSTAYbrdgCheck,Dropout spacing,Wall thickness Bottom Bracket,Wall thickness Top tube,Wall thickness Head tube,Wall thickness Down tube,Wall thickness Chain stay,Wall thickness Seat stay,Wall thickness Seat tube,Wheel diameter front,RDBSD,Wheel diameter rear,FDBSD,Display AEROBARS,BB length,Head tube diameter,Wheel cut,Seat tube diameter,bottle SEATTUBE0 show,bottle DOWNTUBE0 show,Front Fender include,Rear Fender include,BELTorCHAIN,Number of cogs,Number of chainrings,Display RACK,FIRST color R_RGB,FIRST color G_RGB,FIRST color B_RGB,SPOKES composite front,SPOKES composite rear,SBLADEW front,SBLADEW rear,Saddle length,Saddle height,Down tube diameter,Seatpost LENGTH,MATERIAL OHCLASS: ALUMINIUM,MATERIAL OHCLASS: BAMBOO,MATERIAL OHCLASS: CARBON,MATERIAL OHCLASS: OTHER,MATERIAL OHCLASS: STEEL,MATERIAL OHCLASS: TITANIUM,Head tube type OHCLASS: 0,Head tube type OHCLASS: 1,Head tube type OHCLASS: 2,Head tube type OHCLASS: 3,RIM_STYLE front OHCLASS: DISC,RIM_STYLE front OHCLASS: SPOKED,RIM_STYLE front OHCLASS: TRISPOKE,RIM_STYLE rear OHCLASS: DISC,RIM_STYLE rear OHCLASS: SPOKED,RIM_STYLE rear OHCLASS: TRISPOKE,Handlebar style OHCLASS: 0,Handlebar style OHCLASS: 1,Handlebar style OHCLASS: 2,Stem kind OHCLASS: 0,Stem kind OHCLASS: 1,Stem kind OHCLASS: 2,Fork type OHCLASS: 0,Fork type OHCLASS: 1,Fork type OHCLASS: 2,Seat tube type OHCLASS: 0,Seat tube type OHCLASS: 1,Seat tube type OHCLASS: 2
299,405.0,72.0,522.7102,70.5,105.5,45.0,464.2,76.0,608.53467,45.0,40.0,28.6,36.5,23.35,13.0,15.0,9.0,22.0,44.2,33.8,330.0,350.0,16.0,18.0,0.0,0.0,130.0,2.224585232832439,0.26258854893565203,1.0416282782303108,0.33602789026978014,0.9925835999595558,2.2089332812779956,1.4202946327308426,674.0,52.0,674.0,52.0,0.0,68.0,45.0,692.0,31.8,0.0,0.0,0.0,0.0,1.0,9.0,1.0,0.0,204.0,204.0,204.0,1.0,1.0,80.0,80.0,278.0,645.0,34.9,300.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
63,408.0,70.0,610.7677,72.0,170.6,45.0,567.0,74.0,644.1892,40.0,40.0,32.2,36.5,23.35,13.0,15.0,9.0,34.2,49.0,47.6,330.0,350.0,16.0,18.0,0.0,0.0,120.0,3.2552095169862416,1.14174557939823,2.1918828390244838,8.69207905845518,1.3560133899847224,3.0442290807019154,0.8049765212839485,680.0,58.0,680.0,58.0,0.0,68.0,34.0,692.0,39.0,0.0,0.0,0.0,0.0,1.0,8.0,0.0,0.0,204.0,204.0,255.0,1.0,1.0,80.0,80.0,278.0,718.0,39.0,300.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
2155,400.0,37.0,533.09064,73.0,123.8,40.0,500.0,74.5,621.86884,45.0,38.1,25.4,34.0,17.35,10.5,15.0,10.6,30.0,300.0,44.0,330.0,350.0,16.0,18.0,0.0,0.0,120.0,2.9534374985864833,0.3760816278548617,0.731680053410334,0.8678747779189508,1.9469372338147666,0.4880873502976488,0.2622488941489824,674.0,52.0,674.0,52.0,0.0,68.0,31.7,692.0,28.6,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,255.0,153.0,255.0,1.0,1.0,80.0,80.0,278.0,705.0,28.6,250.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
1538,381.0,0.0,476.91565,70.5,115.0,60.0,301.0,71.0,609.5162,45.0,40.0,30.2,45.0,27.5,19.0,15.0,9.0,29.6,54.9,44.2,330.0,300.0,16.0,18.0,0.0,0.0,135.0,1.3248319006313243,0.23355079927457578,0.287419787872977,0.5845880213024918,0.20411588253341773,0.08072133341574356,0.39638894068883346,674.0,104.0,674.0,104.0,0.0,68.0,45.0,692.0,31.8,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,153.0,255.0,0.0,1.0,1.0,80.0,80.0,230.0,390.0,35.0,300.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
2820,419.6,70.0,546.8689,73.0,110.0,15.5,535.4,73.0,622.91534,45.0,47.8,28.6,36.5,23.35,10.8,15.0,9.5,24.9,15.4,41.5,330.0,388.0,7.0,10.8,1.0,1.0,136.0,8.44824954038699,2.4981143965500388,5.542975208050039,2.137015998000781,2.574330996663585,16.911941459972784,1.705645466415313,674.0,52.0,674.0,52.0,0.0,68.0,35.8,692.0,31.8,0.0,0.0,0.0,0.0,1.0,9.0,1.0,0.0,51.0,51.0,51.0,1.0,1.0,80.0,80.0,275.0,702.0,28.6,250.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
4115,440.0,65.0,645.2356,72.0,200.0,40.0,580.0,72.0,660.10486,52.0,40.0,30.25,36.25,21.6,11.8,10.0,3.0,31.0,34.2,51.0,370.0,372.0,14.0,18.0,1.0,1.0,135.0,5.955852438185612,0.720217507523229,0.7426252127577345,1.0713209223136342,1.182570822984192,0.9324336131775494,0.9799001403256477,700.0,78.0,700.0,78.0,0.0,68.0,39.0,692.0,28.6,1.0,1.0,1.0,1.0,1.0,9.0,1.0,1.0,255.0,255.0,229.0,1.0,1.0,80.0,80.0,278.0,763.0,35.0,250.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
1115,435.0,62.0,573.0478,71.0,110.0,45.0,435.0,73.5,687.8175,45.0,38.0,30.2,36.5675,20.85,12.5,15.0,14.0,20.0,40.0,45.0,330.0,300.0,16.0,18.0,1.0,0.0,135.0,0.951755184863317,0.2928234596124895,1.792879162609642,1.297608669337204,2.889876578482791,1.4771581742911435,3.11522965122748,736.0,114.0,736.0,114.0,0.0,68.0,36.5,692.0,28.6,0.0,1.0,1.0,1.0,1.0,8.0,0.0,0.0,51.0,255.0,51.0,1.0,1.0,80.0,80.0,278.0,695.0,35.0,300.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
3593,444.0,49.3,546.9723,73.5,123.6,25.0,550.4,71.5,656.5925,61.6,40.6,28.6,36.5,15.75,15.0,16.5,5.0,21.4,20.4,30.5,330.0,365.0,13.4,13.2,1.0,1.0,126.0,3.9600746596159646,0.309705646272629,6.44747375799338,0.3521480660946933,0.792536388384232,1.2062213639427892,4.630262339819017,674.0,52.0,674.0,52.0,0.0,70.6,32.1,692.0,28.6,0.0,0.0,0.0,0.0,1.0,5.0,1.0,0.0,255.0,102.0,153.0,1.0,1.0,80.0,80.0,260.0,704.0,28.6,350.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
4438,430.0,70.0,614.3301,71.0,160.7,45.0,420.0,74.0,662.9866,45.0,38.15,27.05,36.5,16.575,15.0,15.0,9.0,40.0,40.0,50.0,330.0,350.0,16.0,18.0,0.0,0.0,135.0,0.7999689030297832,1.3958740210672704,2.1644778549795642,1.7643189527425136,3.8778738303948566,3.2720780532727964,1.140662239541892,674.0,90.0,674.0,90.0,0.0,68.0,56.0,692.0,31.8,0.0,0.0,1.0,1.0,1.0,10.0,1.0,0.0,153.0,153.0,153.0,1.0,1.0,80.0,80.0,275.0,669.0,45.0,330.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
2157,400.0,60.0,572.16956,74.5,117.8,45.0,509.1,74.0,673.9789,0.0,40.0,28.6,36.5,23.35,13.0,15.0,9.0,33.2,49.1,52.8,330.0,300.0,16.0,18.0,0.0,0.0,130.0,0.5578262430895113,0.6349808973611892,2.460167705569246,1.6014448221241349,0.253593220880942,0.46669169622931195,0.22479653604374136,674.0,52.0,674.0,52.0,0.0,68.0,45.0,692.0,31.8,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,255.0,153.0,0.0,3.0,1.0,40.0,80.0,298.0,650.0,34.9,300.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
3879,420.0,60.0,632.26044,69.0,104.8,275.0,635.0,72.0,726.49146,45.0,40.0,28.6,36.5,23.35,13.0,15.0,9.0,20.0,267.2,40.0,330.0,350.0,16.0,18.0,1.0,1.0,135.0,6.4388558390631685,2.0069153590303292,4.273414617914011,2.249764763365129,1.2017822522051824,2.043709011782648,2.2685239188104527,736.0,114.0,736.0,114.0,0.0,68.0,45.0,692.0,31.8,0.0,0.0,0.0,0.0,1.0,9.0,0.0,0.0,255.0,102.0,0.0,1.0,1.0,80.0,80.0,300.0,718.0,34.9,300.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
888,395.0,75.0,611.7071,74.0,120.6,145.0,528.1,73.0,693.2736,35.0,40.0,30.2,36.5,23.35,13.0,15.0,9.0,33.3,49.2,53.9,330.0,300.0,16.0,18.0,0.0,0.0,120.0,3.406957521088064,2.6083792516945365,4.284710801359428,2.070529264034072,5.124344194278992,3.782699107326954,5.870004645070952,736.0,114.0,736.0,114.0,0.0,68.0,45.0,692.0,35.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,204.0,204.0,255.0,1.0,1.0,80.0,80.0,278.0,718.0,35.0,300.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
136,405.0,70.0,567.8065,73.0,120.1,45.0,545.6,74.0,622.85754,44.0,40.0,26.7,36.5,23.35,13.0,15.0,7.0,40.1,25.6,41.0,330.0,350.0,16.0,18.0,0.0,0.0,130.0,11.424869421464019,2.005836386556901,1.349725046149514,1.2297493666416472,0.5353046703970917,0.8744996224647679,1.405062498192409,674.0,52.0,674.0,52.0,0.0,68.0,37.0,692.0,28.0,0.0,0.0,0.0,0.0,1.0,10.0,1.0,0.0,204.0,0.0,0.0,1.0,1.0,80.0,80.0,278.0,700.0,31.0,330.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
1048,425.0,95.0,748.5668,69.024,279.7,45.0,635.0,74.024,748.35876,45.0,48.0,40.0,36.9,25.0,16.0,15.0,12.0,0.0,0.0,60.0,330.0,300.0,16.0,18.0,0.0,0.0,135.0,1.9206199627276246,1.9789310863453207,0.8175165310837428,0.6795645221345962,1.0269129919165618,0.8993038713249452,0.8971736217199889,740.0,118.0,740.0,118.0,0.0,68.0,45.0,692.0,29.0,0.0,0.0,1.0,1.0,1.0,8.0,2.0,0.0,102.0,102.0,102.0,1.0,1.0,80.0,80.0,278.0,740.0,34.9,300.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1782,410.0,15.0,528.27606,70.171,126.4,30.0,379.9,71.0,627.38354,45.0,41.0,31.2,36.5,20.0,14.0,15.0,7.0,34.9,19.2,74.8,330.0,350.0,16.0,18.0,0.0,0.0,135.0,8.517735960867707,2.669787213899941,3.3641289752831813,4.459367642778032,10.14488310821591,6.228414906519985,3.0724053842334356,670.0,111.0,670.0,111.0,0.0,68.0,45.0,692.0,37.0,0.0,0.0,1.0,1.0,1.0,8.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,80.0,80.0,270.0,718.0,50.0,300.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
2512,390.5,7.0,507.76874,71.5,110.0,60.0,490.0,72.5,644.1189,45.0,40.0,38.5,45.5,31.0,16.5,15.0,9.0,30.0,60.0,18.0,330.0,300.0,16.0,18.0,0.0,0.0,130.0,2.8922486784600685,0.7642145286777103,1.6434999064877285,0.9150232377761098,5.030001512239473,2.3443888665686927,1.4817844517576204,670.0,111.0,670.0,111.0,0.0,73.0,50.0,692.0,31.8,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,255.0,255.0,0.0,1.0,1.0,80.0,80.0,275.0,650.0,34.9,200.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
3708,428.0,60.0,555.89935,73.0,115.0,30.0,541.1,73.0,637.8531,45.0,39.15,28.6,36.5,18.8,13.0,13.1,5.0,27.1,16.1,41.6,330.0,380.0,12.9,13.25,1.0,1.0,126.0,2.0771509390765917,0.49383084706064223,0.914728859538536,1.2392796344366153,4.027701379853034,0.30379983190200144,0.30777264676830274,686.0,64.0,686.0,64.0,0.0,68.0,32.1,692.0,28.6,0.0,0.0,0.0,0.0,1.0,5.0,1.0,0.0,249.0,34.0,106.0,1.0,1.0,80.0,80.0,260.0,704.0,28.6,350.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
3707,428.0,60.0,555.89935,73.0,115.0,30.0,541.1,73.0,637.8531,45.0,39.15,28.6,36.5,18.8,13.0,13.1,5.0,27.1,16.1,41.6,330.0,380.0,12.9,13.25,1.0,1.0,126.0,34.139702504522795,1.9996757205618325,10.629274823734242,4.542513562740015,5.509107969049814,7.724314995705683,3.0310323985152947,686.0,64.0,686.0,64.0,0.0,68.0,32.1,692.0,28.6,0.0,0.0,0.0,0.0,1.0,5.0,1.0,0.0,249.0,34.0,106.0,1.0,1.0,80.0,80.0,260.0,704.0,28.6,350.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
3538,430.0,55.0,546.5701,71.0,100.0,45.0,430.0,73.0,635.36523,45.0,40.0,28.6,36.5,23.35,13.0,15.0,9.0,25.3,48.3,39.8,330.0,350.0,16.0,18.0,1.0,1.0,130.0,8.077127503364261,0.8520586571826564,1.3321979230174539,1.0914040019489228,5.937567938705361,1.0502187156735767,0.7723264083834057,670.0,111.0,670.0,111.0,0.0,68.0,31.0,692.0,28.0,0.0,0.0,0.0,0.0,1.0,6.0,2.0,0.0,255.0,51.0,153.0,1.0,1.0,80.0,80.0,278.0,700.0,31.0,330.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
2462,450.0,75.0,626.21954,71.5,149.2,45.0,530.0,73.0,670.2883,45.0,40.0,28.6,36.5,23.35,13.0,15.0,9.0,44.4,48.9,50.0,330.0,300.0,16.0,18.0,0.0,0.0,130.0,4.305826549877582,0.6557419035794408,4.5309609768210635,10.09371821497354,7.770096777470299,4.292959102538307,1.4077446181241309,674.0,52.0,674.0,52.0,0.0,68.0,45.0,692.0,31.8,0.0,1.0,0.0,0.0,1.0,8.0,1.0,0.0,255.0,255.0,255.0,1.0,1.0,80.0,80.0,278.0,796.0,34.9,300.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1097,490.0,60.0,659.2219,70.0,142.6,45.0,430.0,73.0,723.5829,45.0,40.0,29.7,36.5,20.0,20.0,15.0,9.0,30.0,40.0,50.0,330.0,300.0,16.0,18.0,0.0,0.0,170.0,5.293075481483865,0.6271114314338652,0.7298690360683453,2.861051413013862,8.918449154396345,2.9274569044685594,1.796608534163813,762.0,207.0,762.0,207.0,0.0,100.0,45.0,692.0,31.8,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,204.0,204.0,204.0,1.0,1.0,80.0,80.0,278.0,718.0,44.0,300.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
3747,415.0,69.0,611.08167,72.5,150.2,120.0,710.4,73.0,672.3199,45.0,40.0,28.6,36.5,17.45,13.0,15.0,9.0,30.4,120.4,44.5,330.0,350.0,16.0,18.0,1.0,1.0,130.0,6.587553567123024,4.5708214075348765,2.7004707983743925,2.896386505420095,3.948649030397454,1.460745480676046,5.43950951909372,689.0,67.0,689.0,67.0,0.0,68.0,31.8,692.0,28.6,0.0,0.0,0.0,0.0,1.0,8.0,1.0,0.0,102.0,102.0,102.0,1.0,1.0,80.0,80.0,298.0,768.0,38.1,50.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
1090,445.0,5.0,557.34436,74.0,145.0,45.0,333.7,71.5,710.7989,45.0,40.0,61.6,61.5,28.35,18.0,15.0,9.0,44.8,57.7,72.9,330.0,300.0,16.0,18.0,0.0,0.0,135.0,3.532692207043511,1.6302861712515488,1.8553110847602945,2.0632187313830643,2.9782931970967828,1.246322147100303,1.1826663785671767,750.0,128.0,750.0,128.0,0.0,68.0,55.0,692.0,41.8,0.0,0.0,1.0,1.0,1.0,7.0,0.0,0.0,255.0,255.0,255.0,1.0,1.0,80.0,80.0,278.0,500.0,34.9,250.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
2352,405.0,70.0,596.634,73.5,169.8,65.0,580.0,73.5,647.3533,39.0,40.0,28.6,36.5,23.85,13.0,15.0,9.0,36.8,47.3,48.1,330.0,350.0,16.0,18.0,0.0,0.0,130.0,2.020295870949416,0.8454237600096421,1.2265801809588708,0.20171284312742085,0.28195861641528963,0.48369452661550105,1.2872431023290176,674.0,52.0,674.0,52.0,0.0,68.0,45.0,692.0,31.8,1.0,1.0,1.0,1.0,1.0,9.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,80.0,80.0,300.0,760.0,34.9,300.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
2813,413.04,70.0,590.62683,73.0,140.6,60.0,576.7,74.0,667.6609,55.0,40.0,28.6,36.5,16.5,13.0,15.0,9.0,30.2,46.7,39.9,330.0,350.0,16.0,18.0,1.0,1.0,130.0,3.3945905768171496,1.832545633641719,1.831228406079873,4.148363581673019,0.7544641737899289,2.592250012178937,2.1129145772044446,674.0,52.0,674.0,52.0,0.0,68.0,35.0,692.0,30.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,255.0,255.0,255.0,1.0,1.0,80.0,80.0,278.0,718.0,30.0,330.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
1298,370.0,-29.870443,527.98895,73.0,130.4,60.0,470.0,73.0,631.40686,26.0,45.0,36.0,34.5,18.0,13.0,15.0,9.0,39.1,53.9,50.6,330.0,300.0,16.0,18.0,0.0,0.0,120.0,35.16131156277056,13.4090708136668,12.7959386406595,34.8888850635706,33.343820462833264,27.62458729412877,32.97097489118948,670.0,111.0,670.0,111.0,0.0,170.0,37.0,692.0,29.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,153.0,153.0,153.0,1.0,1.0,80.0,80.0,210.0,520.0,37.0,300.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
1753,369.0,0.00431844,494.85297,73.00067,115.0,55.0,256.0,74.00067,597.37854,45.0,40.0,28.6,36.5,23.35,13.0,15.0,9.0,10.3,56.0,47.4,330.0,350.0,16.0,18.0,0.0,0.0,130.0,10.171482585603206,2.2276397675510613,2.2215055278174445,0.8192778642485825,1.7567513150581846,6.97721425342199,2.131337726472714,670.0,111.0,670.0,111.0,0.0,68.0,45.0,692.0,31.8,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,255.0,255.0,51.0,1.0,1.0,80.0,80.0,278.0,398.0,34.9,300.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
3753,405.0,70.0,595.65533,72.5,146.7,45.0,577.6,74.0,655.7896,50.0,40.0,28.6,36.5,23.35,13.0,15.0,9.0,32.4,47.6,48.6,330.0,350.0,16.0,18.0,1.0,1.0,120.0,3.6140379344877673,2.0919146617665523,2.841310301840153,0.491941263799952,7.72661309755231,1.0602529986496938,1.67603761468356,674.0,52.0,674.0,52.0,0.0,68.0,45.0,692.0,31.8,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,255.0,0.0,153.0,1.0,3.0,80.0,40.0,300.0,780.0,34.9,300.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
3400,405.0,75.0,602.1999,75.0,145.4,45.0,610.0,75.0,638.1179,50.0,40.0,28.6,36.5,23.35,14.0,15.0,9.0,30.0,30.0,45.0,330.0,350.0,16.0,18.0,1.0,1.0,120.0,1.0890908353649527,1.2255941984015664,3.5750936373963307,1.719810394414032,1.1125484735508022,0.8204437882352325,1.0220775412558893,690.0,68.0,690.0,68.0,0.0,68.0,31.0,692.0,31.8,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,80.0,80.0,275.0,796.0,31.0,300.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
1724,405.0,70.0,620.3131,73.0,145.0,45.0,515.8,74.0,665.3646,45.0,40.0,28.6,36.5,23.35,13.0,15.0,9.0,32.7,49.8,51.7,330.0,350.0,16.0,18.0,0.0,0.0,130.0,25.622676934407615,2.4492145733275654,1.229034744188692,4.673560450291273,3.4826786058074766,3.463054550990513,1.709343735574563,674.0,52.0,674.0,52.0,0.0,68.0,45.0,692.0,31.8,0.0,1.0,1.0,1.0,1.0,8.0,1.0,0.0,186.0,242.0,21.0,1.0,1.0,80.0,80.0,278.0,718.0,34.9,300.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
4677,440.0,60.0,574.8477,68.0,120.1,50.0,500.0,74.0,736.09186,45.0,40.0,28.6,36.5,21.35,15.0,15.0,9.0,27.7,48.9,41.2,330.0,350.0,10.0,18.0,0.0,0.0,135.0,0.2652090953546267,0.11546374982596758,0.36359730837952725,0.23528887953724456,0.31330957217264627,0.5264217493135394,0.270033632474731,724.0,140.0,724.0,140.0,1.0,73.0,50.0,692.0,32.7,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,94.0,207.0,1.0,1.0,80.0,80.0,260.0,740.0,34.9,390.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
4187,450.0,17.0,520.1546,70.0,232.1,45.0,565.7,71.5,603.57025,45.0,40.0,28.6,53.275,23.35,13.0,15.0,9.0,27.3,45.7,126.2,330.0,350.0,16.0,18.0,1.0,1.0,130.0,1.9367105966192895,1.6818263773952908,1.0877584857892024,0.6136997034385587,0.8179245053216656,1.3858187062614336,0.5922604591985828,486.0,52.0,674.0,80.0,0.0,68.0,45.0,692.0,31.8,0.0,1.0,0.0,0.0,1.0,8.0,1.0,0.0,153.0,0.0,0.0,3.0,1.0,40.0,80.0,275.0,710.0,34.9,330.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
